"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Africa_Southern,runoff,AfrIntS_water withdrawals,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,28.2381,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Africa_Southern,runoff,AngolaCst_water withdrawals,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,88.7338,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Africa_Southern,runoff,ZambeziR_water withdrawals,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,117.067,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Africa_Western,runoff,AfrCstW_water withdrawals,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,673.189,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Africa_Western,runoff,CongoR_water withdrawals,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,1207.22,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Africa_Western,runoff,GuineaGulf_water withdrawals,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,960.906,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Africa_Western,runoff,LChad_water withdrawals,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,111.954,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Africa_Western,runoff,NigerR_water withdrawals,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,338.247,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Africa_Western,runoff,SenegalR_water withdrawals,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,48.9564,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Africa_Western,runoff,VoltaR_water withdrawals,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,34.3554,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Argentina,runoff,ArgColoR_water withdrawals,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,37.9306,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Argentina,runoff,ArgCstN_water withdrawals,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,48.3653,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Argentina,runoff,ArgCstS_water withdrawals,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,102.467,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Argentina,runoff,MarChiq_water withdrawals,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,17.9172,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Argentina,runoff,NegroR_water withdrawals,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Argentina,runoff,Pampas_water withdrawals,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,28.0266,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Argentina,runoff,Patagonia_water withdrawals,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,11.9577,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Argentina,runoff,Salinas_water withdrawals,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,15.2463,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Australia_NZ,runoff,AusCstE_water withdrawals,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,165.747,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Australia_NZ,runoff,AusCstN_water withdrawals,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,217.212,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Australia_NZ,runoff,AusCstS_water withdrawals,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,18.3106,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Australia_NZ,runoff,AusCstW_water withdrawals,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,54.2847,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Australia_NZ,runoff,AusInt_water withdrawals,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,84.7912,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Australia_NZ,runoff,MurrayDrlg_water withdrawals,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,37.2557,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Australia_NZ,runoff,NewZealand_water withdrawals,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,251.112,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Australia_NZ,runoff,Tasmania_water withdrawals,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,41.3257,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Brazil,runoff,AmazonR_water withdrawals,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,5538.56,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Brazil,runoff,BrzCstE_water withdrawals,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,77.9265,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Brazil,runoff,BrzCstN_water withdrawals,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,149.185,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Brazil,runoff,BrzCstS_water withdrawals,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,307.389,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Brazil,runoff,OrinocoR_water withdrawals,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Brazil,runoff,ParnaibaR_water withdrawals,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,83.8386,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Brazil,runoff,RioLaPlata_water withdrawals,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,804.482,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Brazil,runoff,SaoFrancR_water withdrawals,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,118.32,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Brazil,runoff,TocantinsR_water withdrawals,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,411.999,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Canada,runoff,CanAtl_water withdrawals,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,487.055,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Canada,runoff,ChurchillR_water withdrawals,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,69.7348,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Canada,runoff,FraserR_water withdrawals,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,82.0235,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Canada,runoff,GreatLakes_water withdrawals,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,298.001,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Canada,runoff,HudsonBay_water withdrawals,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,646.587,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Canada,runoff,Mackenzie_water withdrawals,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,377.344,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Canada,runoff,NWTerr_water withdrawals,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,598.927,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Canada,runoff,NelsonR_water withdrawals,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,92.3189,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Canada,runoff,StLwrncR_water withdrawals,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,142.751,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Central America and Caribbean,runoff,Caribbean_water withdrawals,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,132.031,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Central America and Caribbean,runoff,CntAmer_water withdrawals,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,474.908,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Central Asia,runoff,AmuDaryaR_water withdrawals,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,47.2795,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Central Asia,runoff,CaspianE_water withdrawals,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,49.1511,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Central Asia,runoff,CaspianNE_water withdrawals,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,71.7885,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Central Asia,runoff,LBalkash_water withdrawals,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,48.3573,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Central Asia,runoff,SyrDaryaR_water withdrawals,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,124.966,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,BoHai_water withdrawals,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,78.0335,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,ChinaCst_water withdrawals,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,289.388,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,Gobi_water withdrawals,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,92.1911,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,Hainan_water withdrawals,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,33.0618,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,HuangHeR_water withdrawals,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,90.0776,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,SChinaSea_water withdrawals,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,79.9596,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,Salween_water withdrawals,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,Tarim_water withdrawals,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,45.2801,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,Tibet_water withdrawals,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,43.5784,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,XunJiang_water withdrawals,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,275.844,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,Yangtze_water withdrawals,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,1004.36,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",China,runoff,ZiyaHe_water withdrawals,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,44.325,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",Colombia,runoff,MagdalenaR_water withdrawals,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,228.744,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-12,runoff,BalticSea_water withdrawals,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,16.1253,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-12,runoff,DanubeR_water withdrawals,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,267.284,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-12,runoff,NemanR_water withdrawals,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,18.708,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-12,runoff,OderR_water withdrawals,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-12,runoff,PolandCst_water withdrawals,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,8.02333,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-12,runoff,WislaR_water withdrawals,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,35.502,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-15,runoff,AdrBlkSea_water withdrawals,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,117.968,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-15,runoff,ArcticIsl_water withdrawals,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,501.466,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-15,runoff,DnkGrmCst_water withdrawals,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-15,runoff,DouroR_water withdrawals,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,20.6527,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-15,runoff,EbroR_water withdrawals,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,km^3
"ARM_Policy_10pa_2025,date=2022-29-4T09:20:06-04:00",EU-15,runoff,ElbeR_water withdrawals,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,29.7047,km^3
